ORIG_FID,aspect_30m,cwd,dem_30m,insolation_30m,rain_30m,rdnbr_2007,slope_30m,tmax_30m,tmean_30m,tmin_30m,TPI_five_30m,TPI_queen_30m,TWI_30m,vpd_aug,vpd_jan,years_since_burn_30m,dnbr_2007,ndmi_2007
36604,172.9414195,805.8885733,1021.968673,1100453.461,828.4322771,781.363185,27.1158305,22.08605825,14.61151917,7.136809109,-0.684278529,-0.254193088,5.543537225,36.8944335,11.49169627,84,0.620276742,-0.121036011
36604,304.2707995,767.4433684,1326.737359,1208868.204,893.9000244,1375.52177,29.11824566,19.72999954,14.38000011,9.029999733,-0.286438589,-0.11169343,5.434348692,31.71402514,9.692611052,84,0.620276742,-0.121036011
36604,307.5537432,827.8047316,1127.563123,1339459.819,893.2600098,829.3762902,17.47942509,21.22999954,15.68000031,10.13000011,-0.378082184,-0.146101279,6.6658666,33.49692769,10.92338955,57,0.620276742,-0.121036011
36604,315.1729097,816.7904474,1279.602569,1195708.827,909.9908068,729.1792576,26.07707025,20.52948258,15.03973177,9.549980723,0.048504004,0.014924529,5.327479223,31.50437036,10.25456618,57,0.620276742,-0.121036011
36604,282.4703355,760.8960515,1347.73832,1306193.352,868.7809855,1263.54079,30.3517746,20.27580268,14.70481516,9.133827033,0.095151798,0.037997149,5.109813831,31.74552215,9.733172735,84,0.620276742,-0.121036011
36604,271.3153646,782.876702,1233.890635,1202427.516,852.1951381,1127.486665,28.75047553,20.41685698,14.77857178,9.130285944,-0.751542347,-0.289806108,5.796518476,32.3385819,9.818936021,84,0.620276742,-0.121036011
36604,299.72423,826.708218,1098.496836,1233046.865,884.6692725,1355.307743,22.33407195,21.70481465,14.97962989,8.246481578,-0.43551184,-0.165316804,6.677442484,35.96178945,11.12029481,68.22222222,0.620276742,-0.121036011
36604,293.8095766,768.0716384,1340.05715,1173264.022,906.7399902,607.7019027,27.16149597,19.68000031,14.35000038,9.010000229,0.136433459,0.053484279,4.918402573,31.94866345,9.744286208,84,0.620276742,-0.121036011
36604,311.3519145,832.2777731,1108.829931,1231244.892,828.6300049,1315.151035,22.33271441,20.96999931,14.81000042,8.640000343,-0.512657669,-0.188514768,5.764595747,34.58185972,10.6821392,84,0.620276742,-0.121036011
36604,277.4549445,766.5067993,1345.555713,1356628,899.2199707,839.9186304,20.95516411,19.70000076,14.43000031,9.159999847,-0.340073245,-0.131558908,5.289259605,30.97746155,9.452060471,84,0.620276742,-0.121036011
36604,93.98684862,881.421988,887.0143681,891636.2593,779.8300171,575.9081941,36.74598764,23.06999969,15.44999981,7.820000172,-0.155959655,-0.057102534,4.661199499,38.33278048,12.86764339,63.66666667,0.620276742,-0.121036011
36604,279.8352924,772.2150684,1300.965586,1334041.35,899.2199707,1075.518362,24.65184494,19.70000076,14.43000031,9.159999847,-0.047279182,-0.021501262,5.173188095,32.09027939,9.810464172,84,0.620276742,-0.121036011
36604,321.3502821,820.4106806,1216.628773,1091976.108,922.0999756,1358.791865,29.08821539,21.12999916,15.69999981,10.27000046,-0.340184068,-0.133452679,5.269116228,32.24300454,10.51089504,57,0.620276742,-0.121036011
36604,308.4006042,764.3383817,1278.171548,1064539.315,893.9299982,378.9516168,30.02132511,20.17090919,14.18090924,8.1809092,0.23559447,0.082609081,4.803919207,33.0183343,10.05632877,84,0.620276742,-0.121036011
36604,332.3111557,810.3056396,1002.706943,1058440.275,827.5659851,847.0982224,27.4139617,22.18466606,14.56666632,6.948000002,0.176657442,0.056174511,5.185262418,37.68586922,11.68775024,93,0.620276742,-0.121036011
36604,225.6715557,842.7549526,1141.301822,1076783.717,829.8201643,1418.29108,27.00179036,20.94206283,14.8084131,8.664762224,0.080201486,0.039549729,5.644040516,34.16487067,10.48597272,84,0.620276742,-0.121036011
36604,349.1331409,814.7176252,1043.817607,992098.8244,854.9500122,728.8165399,31.05782754,21.69000053,13.96000004,6.21999979,-0.183859208,-0.073346337,5.784208797,37.2867646,11.46027747,93,0.620276742,-0.121036011
36604,238.830364,854.3723592,1003.817533,1395800.217,921.2128662,941.2094971,22.80912711,21.10599912,15.68355541,10.26111158,-1.67077954,-0.583004812,6.276751439,33.77015025,10.68677775,57,0.620276742,-0.121036011
36604,300.0277773,829.9342795,1051.899084,1261687.206,870.8800049,1220.167524,15.03043921,21,13.73999977,6.480000019,-0.928003259,-0.337475748,7.989821041,35.69536097,10.6547782,93,0.620276742,-0.121036011
36604,343.233497,805.5665518,1161.649142,1139492.923,870.8800049,1321.132634,24.75510861,21,13.73999977,6.480000019,-0.120512614,-0.045104457,6.093658191,35.65995436,10.68207733,86.53846154,0.620276742,-0.121036011
36604,316.4270408,949.7539063,877.1456188,1053585.648,927.0599976,1055.011746,26.19243535,22.05999947,14.13000011,6.190000057,-0.570796471,-0.220123448,7.051721096,38.14505144,12.08758744,84,0.620276742,-0.121036011
36604,15.42950885,784.2468669,1184.515272,997248.7847,854.9500122,1081.567593,31.86075444,21.69000053,13.96000004,6.21999979,0.046686619,0.023715549,4.958402475,35.58596081,10.83432357,92,0.620276742,-0.121036011
36604,24.81181357,819.8341132,1142.035794,1302984.167,921.0318264,1340.175551,15.388397,21.13370281,15.69925912,10.26481522,0.031953793,0.012907428,6.747832139,33.32806227,10.83864615,57,0.620276742,-0.121036011
36604,284.9507355,773.0425171,1198.088196,1165998.875,852.7000122,856.663324,27.09280701,20.57999992,14.85000038,9.119999886,-1.351955801,-0.52463734,6.27422452,33.6106945,10.34609118,84,0.620276742,-0.121036011
36605,267.009869,811.7710029,1214.983195,1185766.028,893.2600098,597.9243028,30.91104041,21.22999954,15.68000031,10.13000011,0.339460952,0.116848778,4.38682172,32.43071026,10.55084398,57,0.446312848,-0.039443128
36606,77.8381492,819.558587,1145.166965,1277848.697,918.3970635,1315.427298,18.89422427,21.14283863,15.69743201,10.25202507,-0.372637861,-0.139884288,6.363392735,33.22994283,10.8010579,57,1.042509643,-0.352629059
36606,284.003333,874.2178781,1303.537917,1272405.589,866.1199951,1357.473755,21.388167,20.09000015,14.76000023,9.420000076,0.099850286,0.036335374,4.904669466,32.83476639,9.894033932,84,1.042509643,-0.352629059
36606,301.0516012,815.5717896,1326.044629,1324257.933,930.636674,1218.798637,16.86448994,19.96866735,14.52133344,9.074000359,0.483142542,0.171780283,5.107342815,31.10337766,10.16091887,57,1.042509643,-0.352629059
36607,191.2970557,813.3954192,1249.091218,1093153.996,923.0532049,1347.400347,28.15968778,21.00032191,15.56838694,10.13645206,-0.245222634,-0.088313825,5.560868755,31.9020881,10.40458332,57,1.101897582,-0.359330936
36608,76.75412086,702.8552927,1765.492239,1242200.346,992.0900269,522.0858917,24.65013629,18.19000053,12.46000004,6.71999979,-0.044566092,-0.010413148,5.394272236,28.2440581,8.332326669,74,0.433618799,0.057101844
36608,339.1382955,858.0400696,1648.090678,1345145.292,1121.579956,592.755422,17.7476716,18.69000053,12.85000038,7,0.354313606,0.121791699,5.106626829,30.48031998,8.772842407,84.66666667,0.433618799,0.057101844
36609,319.143741,772.5235087,1624.15303,1066763.5,843.3771947,505.358743,35.06798283,19.59055551,13.05231456,6.508194466,0.720164543,0.260193293,4.661868791,32.7586503,8.683479389,86,0.434631757,0.060252696
36610,280.6664149,991.1085849,419.6874932,1036257.618,530.5050151,383.3383119,29.14338281,24.1877772,16.27555656,8.363332907,0.14751764,0.101431413,4.565450788,42.09160995,12.5923446,93,0.257805148,-0.013040393
36653,37.29895821,857.4990601,1362.851526,1110751.575,877.7299805,456.7327362,30.10631256,20.23999977,14.09000015,7.929999828,1.032036683,0.359504867,3.972940755,33.05486374,9.677855015,74,0.364818177,0.085106872
36654,315.0040665,684.3623225,1780.796967,1070991.271,1201.505005,118.7708982,31.69521769,17.62500048,12.72749996,7.820000052,0.22097439,0.09422281,5.311010053,23.91499631,8.800474127,84,0.085101403,0.218793431
36654,299.7081441,827.7796305,1384.673014,1027991.279,984.8699951,442.0873973,39.43863055,19.62000084,13.68999958,7.75,0.143353943,0.05870689,4.710354598,33.06993027,9.234098498,84,0.085101403,0.218793431
36655,107.2836138,1019.632319,367.9869843,1358436.25,513.6025085,333.7724533,8.50595357,25.1191659,16.10333395,7.087500095,-0.397682475,-0.154324107,7.053061962,44.14183585,12.91201194,93,0.201449922,0.012699918
36655,217.4012909,1014.120714,361.9744805,1312633.514,513.1400146,260.3393597,7.846355677,25.12999916,16.11000061,7.090000153,-0.438449821,-0.162101931,7.462934759,44.45265834,12.90445285,93,0.201449922,0.012699918
36655,143.0362574,1033.818468,443.4347432,1380828.181,565.6900228,406.520167,7.944220172,23.77555529,16.13444413,8.493333711,-0.608738267,-0.234938772,7.892465274,38.54595481,12.56329293,93,0.201449922,0.012699918
36655,252.5381432,NA,441.9043274,1339847.344,552.5,349.6218987,13.6701293,24.06999969,16.45000076,8.829999924,-1.173402578,-0.423943633,6.684072733,43.0717411,12.39535165,93,0.201449922,0.012699918
36656,69.01751094,779.6860284,1665.928677,1384154.41,1183.709961,473.8653692,21.71798197,17.96999931,12.27000046,6.570000172,0.618618425,0.226276821,4.560082793,27.43731901,8.569642915,84,0.350092731,0.023363676
36656,265.6424806,1013.386081,383.037813,1200968.458,513.1400146,495.2881224,21.20985256,25.12999916,16.11000061,7.090000153,0.3222257,0.121777682,4.808096727,44.3273805,12.86483855,93,0.350092731,0.023363676
36656,76.54398544,1025.207901,463.191394,1203525.994,515.4199829,921.9099594,16.39906073,24.31999969,16.34000015,8.350000381,-0.206422079,-0.063929278,6.09721657,42.63536396,12.11066642,93,0.350092731,0.023363676
36657,302.811732,959.5249372,1306.698626,1000317.089,585.8633307,750.3708496,31.68172927,21.86111132,13.3322223,4.798889001,-0.348915051,-0.128671556,4.675879354,42.92954091,10.21081938,93,0.57552958,-0.101316879
36658,257.9893875,834.3137478,1275.914971,964082.4514,643.0652059,646.9662306,33.48392423,19.57222282,12.80370384,6.025185214,-0.716836084,-0.26591115,5.5999945,34.10374154,8.989001698,93,0.497777883,-0.06643491
36659,69.49072313,1000.099548,1254.098485,941203.6563,574.1799927,541.7283674,34.76570715,22.35000038,13.39999962,4.440000057,-1.004311187,-0.402807325,4.763127531,44.86737306,10.7459131,93,0.40679677,-0.015750324
36668,312.1493182,1020.408194,491.4789516,1119322.946,559.9400024,558.8621347,24.25053447,24.21999931,15.93999958,7.659999847,-0.015309649,-0.018262954,4.967508861,39.73487636,12.85469096,93,0.368774827,-0.102855942
36673,147.6770852,1033.179466,440.2230419,1304473.949,562.0100098,486.0247997,12.3198452,24.05999947,16.00999971,7.960000038,-0.900168366,-0.324481306,6.96824607,38.76493142,12.59748077,93,0.271545788,-0.080357985
36699,57.02574484,762.0351338,1285.917056,1039103.174,906.7399902,316.1258376,30.23593632,19.68000031,14.35000038,9.010000229,-0.533443698,-0.198374158,5.645643962,32.83666711,10.00503389,84,0.268222776,0.194796609
36699,166.4320282,815.0163231,1037.530548,1192209.043,859.7700195,398.0034294,21.15957314,21.47999954,13.72999954,5.96999979,-0.441122703,-0.171761666,6.413917959,36.17244959,10.88304162,93,0.268222776,0.194796609
36699,289.9516672,718.4913048,1759.041053,1400973.981,976.4992112,343.7081721,21.35451464,18.22384585,12.6938459,7.153845934,0.373409952,0.136871595,4.588372542,27.74303568,8.344568546,74,0.268222776,0.194796609
36700,NA,1009.800054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.40554276,12.82656685,NA,NA,NA
36700,140.3516423,1044.851629,405.3671736,1396408.75,559.9400024,601.6235074,14.37929624,24.21999931,15.93999958,7.659999847,-0.264075074,-0.079193653,6.074632428,40.22359571,12.70371108,93,NA,NA
36700,213.7123742,NA,450.5379122,1378384.413,552.5,791.2079104,21.56003387,24.06999969,16.45000076,8.829999924,-0.818273282,-0.299107867,5.815117433,43.08894524,12.38337979,93,NA,NA
36700,298.6077805,1027.088242,420.4592896,1110707.703,557.3758392,424.0965252,20.36329556,24.31208324,15.86208308,7.405000091,-0.283276878,-0.100074191,5.854579031,40.09969234,12.77237165,93,NA,NA
36700,296.9313939,772.158315,1537.662557,1001385.708,1132.449951,186.5300261,32.39175701,19.11000061,13.14000034,7.159999847,-0.581203868,-0.199345628,4.923806429,28.49844106,8.559824308,84,NA,NA
36777,286.7600288,940.830363,1064.060771,1134106.531,674.5585887,294.5853284,22.75257047,20.97083394,15.89361111,10.81444407,0.409579819,0.153116365,5.045024355,31.92487526,10.86609141,14,0.238156132,0.172917112
36786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3581758,11.28558883,NA,NA,NA
36786,307.9073639,791.5410828,1527.369189,1223707.306,1180.849976,319.4735489,23.3357079,18.70999908,12.80000019,6.889999866,-1.361983267,-0.515140621,5.889988947,29.01033554,8.601492119,84,NA,NA
36787,201.8685964,891.5125054,1122.23036,1439281.486,920.9500122,370.8752018,24.14888657,20.44000053,15.03999996,9.630000114,-1.844815447,-0.69479651,6.350483259,33.69337972,10.271945,84,0.286791199,0.148859058
36788,47.58306637,921.7038818,1450.832458,1040274.631,593.2150085,266.5595871,33.65137196,20.76999989,13.0840004,5.39100008,-0.145267731,-0.027920371,4.474323511,39.20722275,9.086789417,93,0.214472175,0.199852393
36788,270.3513908,932.1179199,1320.371643,958452.125,538.6866608,306.8461075,32.71259117,20.85000038,12.99333358,5.13500011,-2.078308091,-0.779087941,5.512049139,41.80690956,9.58437252,86,0.214472175,0.199852393
36789,109.2872416,944.9069824,879.9279582,1125814.667,668.3599854,64.67349064,34.17615763,21.82999992,16.54999924,11.26000023,-0.727895081,-0.259955804,5.244980733,34.64059258,11.63508908,14,0.050056497,0.265639366
36790,66.13958195,788.7991028,1420.926104,1182620.112,1049.75776,197.8924092,27.06351335,19.86174652,13.88079357,7.892539706,-0.407313753,-0.155912131,6.497152328,33.3955961,8.702299527,84.01587296,0.169607139,0.284830398
36792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.91007579,11.94173436,NA,NA,NA
36795,305.4125244,780.9728882,1586.470984,1084267.488,830.0800171,201.1127903,39.11192265,19.86000061,13.14999962,6.429999828,0.911985943,0.34871809,4.265550137,33.60295563,8.622084618,86,0.167533168,0.314030744
36838,320.1696701,795.3356934,1424.476176,1210844.156,1059.23999,243.5469182,24.07543103,20.11000061,14.03999996,7.960000038,-0.005544017,-0.005756236,5.551187515,34.90211836,9.009925048,84,0.204382022,0.233262073
36862,114.4196237,870.2370661,1137.580544,1209949.443,892.039978,827.0051894,24.5722039,20.96999931,14.22000027,7.460000038,-1.356392315,-0.502159507,6.269392404,34.08850167,10.26080886,84,0.607275644,-0.166229267
36863,316.6236227,793.8613442,1554.829882,1171783.038,1098.612594,160.6485787,27.5115239,19.21315846,13.28842128,7.35368425,-0.078579011,-0.029956483,5.203098172,31.84704208,8.835480414,84,0.134164872,0.282373121
36864,81.62104483,782.9833862,1516.891858,1437116.963,1067.552002,810.247644,18.9645812,19.92066727,13.88133335,7.831999969,0.991083442,0.397639465,4.446971679,31.75150757,8.713880539,86,0.653661549,-0.097282827
36865,180.5339508,820.4589938,967.1157133,1508501.894,845.1700017,989.3539663,22.81364991,21.86666679,14.17666655,6.479999872,-1.708534167,-0.61737296,6.969383863,37.28893955,11.50037281,93,0.659652822,-0.266326979
36913,314.0418309,798.664869,1407.943229,1223585.571,1059.23999,349.0018856,23.95621211,20.11000061,14.03999996,7.960000038,-0.069276842,-0.027813505,5.726010152,34.90583147,9.020692689,84,0.291829345,0.165968227
36921,205.9215576,820.347168,1038.533813,1502084.35,859.7700195,806.9535278,21.93238125,21.47999954,13.72999954,5.96999979,-0.980772555,-0.358222465,5.785301495,35.96552963,10.78487167,93,0.478834867,-0.212178421
36922,294.3680461,688.1961202,1773.676554,1212197.283,1034.410034,134.6937603,25.22478409,18.19000053,12.43999958,6.679999828,-0.07497379,-0.033192497,5.106017828,27.37974091,8.285044956,74,0.113992872,0.340770608
36922,180.7491139,770.5182408,1325.770618,1146388.759,904.8276077,242.5969155,27.47446664,19.65666744,14.29476225,8.929047448,-1.299441709,-0.500380023,5.904287917,31.2506465,9.49258105,84,0.113992872,0.340770608
36922,300.2007069,783.6294556,1225.950664,1092041,900.484208,165.4992322,30.60364211,20.55736883,14.02052633,7.474210388,0.579059445,0.195770355,4.225140534,33.23943269,10.04675338,84,0.113992872,0.340770608
36922,314.0595398,834.9168566,1269.702813,1124255.757,1005.539978,145.6395467,25.980523,20.06999969,13.92000008,7.769999981,-1.861412552,-0.728074425,6.435778088,32.79338074,9.689364327,93,0.113992872,0.340770608
36923,298.1466362,773.6905277,1187.278099,1089289.559,899.3392944,141.0026397,26.96707098,20.48701798,14.04350878,7.591929687,-0.853849359,-0.300513772,5.848934098,33.41956314,10.10038664,84,0.118839528,0.336003124
36923,59.20196983,779.7695661,1327.276986,1156158.348,906.7530823,154.0750983,26.30855915,19.61714322,14.29500042,8.962857246,-0.578675284,-0.209466362,5.939334529,31.42328099,9.605304241,84,0.118839528,0.336003124
36938,NA,NA,NA,NA,NA,326.6539307,NA,NA,NA,NA,NA,NA,NA,31.22646713,9.720107555,NA,0.249178693,0.118192197
36939,33.17888026,783.7457386,1647.336348,1148875.602,931.3290905,108.1089675,30.19281249,18.6863627,13.00818201,7.320000172,-0.394694003,-0.168623025,5.059228204,28.25314747,8.693376541,77.05050486,0.086627175,0.296334274
36941,61.70952766,817.8974137,1516.904718,1194897.823,1050.349976,235.782027,29.6503267,19.03000069,13.01000023,6.989999771,0.339384782,0.139011017,5.272746717,29.61455733,8.697408338,84,0.200553952,0.248130824
36941,211.1162369,849.3253601,1213.302698,1532112.413,987.0817586,777.0370107,8.179890259,20.21466637,13.88888899,7.561555513,-0.381024848,-0.137644845,7.579198964,33.75250804,9.95256834,93,0.200553952,0.248130824
36941,257.4945383,804.1808724,1409.051821,1019094.905,954.0800171,219.185971,34.82356367,19.61000061,13.67000008,7.730000019,-1.038423144,-0.391723928,5.904635988,30.98848514,9.008273585,84,0.200553952,0.248130824
36941,282.3863174,797.169519,1407.162598,1338582.688,1024.099976,544.7097282,23.27654977,19.19000053,13.44999981,7.710000038,-0.687101931,-0.271201576,5.562460434,33.28194332,8.62848177,84.61111107,0.200553952,0.248130824
36941,275.8698219,795.2721953,1561.98444,1326710.5,1180.849976,456.6808983,18.76087868,18.70999908,12.80000019,6.889999866,-0.411370582,-0.149307053,5.690246919,28.9745158,8.594123504,84,0.200553952,0.248130824
36941,227.7730751,797.7246056,1560.503754,1550683.883,1162.890015,241.1340816,28.1168524,18.38999939,12.89000034,7.380000114,-0.300325169,-0.089028038,6.127003819,25.07940245,8.718092382,84,0.200553952,0.248130824
36941,263.8126373,786.7858175,1557.65271,1486913.469,1181.570028,507.9874166,14.07743494,18.28999964,12.46666686,6.643333276,-1.189914289,-0.43245161,6.605452259,28.50559378,8.583007495,84,0.200553952,0.248130824
36941,281.0924683,835.2595673,1311.864136,1060336.656,974.8858261,355.2439289,28.23055696,19.76416755,13.81499958,7.856666684,-1.502538051,-0.54759492,6.43415916,34.14022541,9.34806633,84,0.200553952,0.248130824
36942,238.0282806,780.1463257,1584.112036,1587649.15,1183.591309,100.6793629,13.87016802,17.97733269,12.2720005,6.566666794,-0.587101233,-0.190484959,6.522964573,27.82537766,8.560830116,84,0.067706931,0.107410576
37065,275.3445199,727.5799838,1705.456129,1423555.814,1034.410034,167.6395707,22.72125334,18.19000053,12.43999958,6.679999828,-0.521923743,-0.197612211,5.600990628,28.06214674,8.386410251,77.64646449,0.133727213,0.240027921
37065,319.3816432,822.3900214,979.2354442,1161063.847,854.9500122,397.8474098,21.21678275,21.69000053,13.96000004,6.21999979,-0.833607352,-0.300937858,7.278544073,37.07059465,11.37847879,93,0.133727213,0.240027921
37065,277.9598649,778.1721802,1467.145759,1173392.699,934.089438,103.7934774,27.62908773,19.43196061,13.47921523,7.526470773,-1.461097871,-0.557807264,5.934513078,32.3140923,9.003022587,86,0.133727213,0.240027921
37080,96.27115304,684.7530518,1803.821167,1263446.964,1034.410034,147.715992,22.80011204,18.19000053,12.43999958,6.679999828,-0.266134571,-0.112919883,5.235523837,27.45086588,8.314606939,74,0.124021113,0.307281389
37081,102.2950191,803.8546855,1461.648722,1137539.583,1059.23999,146.2399054,28.4359204,20.11000061,14.03999996,7.960000038,-1.97851109,-0.800802446,5.544271032,32.39938037,8.863029798,84,0.117753754,0.21417651
37082,301.5421753,793.6451874,1474.873718,1131251.672,830.0800171,95.41584508,33.26543792,19.86000061,13.14999962,6.429999828,-0.432136811,-0.168475255,5.314283888,34.31024837,8.721546014,86,0.078966004,0.338232752
37090,41.91467627,946.7489445,964.9864897,1036130.901,666.3499756,259.5419195,28.05418469,21.71999931,16.53000069,11.32999992,-0.664062104,-0.244505733,5.550205119,32.69308427,11.11200248,14,0.19341335,0.14791295
37090,116.1614918,985.7703451,853.4768948,1341137.632,656.3699951,193.499206,23.9482513,22.64999962,15.96000004,9.260000229,-1.07741745,-0.373557201,6.540680938,36.23075231,12.01619848,14,0.19341335,0.14791295
37091,316.6577301,941.8811739,1029.504395,1091877.361,671.3143357,178.0293174,23.91077012,21.26692317,16.14512854,11.01820484,-0.24401751,-0.074738069,6.227193942,31.94011131,10.87128705,14,0.146409044,0.229191154
37092,142.2527638,820.9158193,1340.120117,1410185.071,791.6701581,497.8085652,12.13481729,19.54869511,12.96130429,6.373913164,-0.48107321,-0.172775859,7.059830002,32.20698564,8.924511827,86,0.410080758,0.081316287
37116,300.1308441,799.0604942,1479.584462,1117914.136,1059.23999,170.8269872,29.12556102,20.11000061,14.03999996,7.960000038,-0.397685334,-0.129449254,5.395472212,32.54473097,8.869917696,84,0.143662958,0.266904441
37117,221.1308613,814.0476685,990.6450806,1461696.719,854.9500122,863.9322052,17.592731,21.69000053,13.96000004,6.21999979,-1.62221612,-0.600528289,6.672728479,36.64400387,11.13965774,93,0.657394547,-0.180156286
37118,84.21549098,763.7667575,1547.535088,1341090.083,955.0122477,139.0327767,27.49952189,19.14888912,13.2688889,7.383333418,-0.485333477,-0.136355358,6.956357691,31.67981021,9.03006151,86,0.105554826,0.201989816
37125,83.34180674,768.041821,1196.271413,1089391.565,872.663737,208.994557,28.09358591,20.9858821,13.90019585,6.804509715,-0.963385018,-0.346579195,5.917175457,33.93678706,10.31739547,84,0.175167913,0.273657187
37125,83.47589669,796.8088989,1081.476772,1116718.143,859.7700195,253.7286221,24.61726724,21.47999954,13.72999954,5.96999979,-0.595092329,-0.217634098,5.38262176,36.05153059,10.88188051,90.54347826,0.175167913,0.273657187
37125,71.75968945,689.6482291,1784.672622,1316492.741,1034.410034,222.0046217,21.41703585,18.19000053,12.43999958,6.679999828,-0.049393824,-0.012339812,5.397782396,27.39615003,8.300421273,74,0.175167913,0.273657187
37125,228.1493289,819.3483887,946.4339803,1201355.385,825.6099854,744.4871496,27.88036489,22.21999931,14.60999966,7,-1.544555654,-0.574298931,6.088332136,37.91275056,11.81921307,93,0.175167913,0.273657187
37126,277.5077529,774.0236151,1241.471369,1219154.96,889.199191,461.3432992,26.52357899,20.28727289,14.06101027,7.824747346,-1.838976947,-0.698981544,6.659454953,32.82062409,9.992763519,84,0.36189801,0.090511402
37126,301.4726563,813.9912231,1033.434155,1355205.325,859.7700195,292.9309814,10.34958544,21.47999954,13.72999954,5.96999979,-0.773470044,-0.258792451,7.665070152,36.02759628,10.82195702,93,0.36189801,0.090511402
37127,228.4908383,761.5475464,1317.098426,1240940.827,906.7399902,327.2696627,23.75173378,19.68000031,14.35000038,9.010000229,-1.286830794,-0.466184049,6.238824478,32.16269699,9.806878677,84,0.273528287,0.207377395
37131,47.09431185,781.2095301,1600.565566,1299611.838,1183.511403,63.23331838,19.42061609,17.97745031,12.27503314,6.57248382,-0.215201188,-0.081214656,5.498304409,27.7292416,8.557763352,84,0.051032988,0.295756346
37138,86.62736857,846.4653168,1271.822815,1220078.879,705.2199707,160.2651,22.54736072,20.5,12.59000015,4.670000076,-1.134585069,-0.430685464,7.388780802,34.48441792,10.37750131,86,0.134324415,0.269098021
37138,19.54658425,942.9614754,1109.562431,997822.7422,676.539978,155.088438,31.24484229,20.79000092,15.73999977,10.68999958,-0.499397268,-0.187967832,5.838591784,31.3173244,10.67270851,14,0.134324415,0.269098021
37138,80.40416279,748.1741028,1642.141272,1015374.306,1222.390015,123.7115818,29.84578762,17.43000031,12.97000027,8.510000229,-1.185196927,-0.426414156,5.578570175,23.32044411,8.788456821,84,0.134324415,0.269098021
37139,268.5411793,837.4341015,1266.012318,1424006.903,705.2199707,408.8337236,9.988231529,20.5,12.59000015,4.670000076,-0.570800165,-0.194608899,6.939883904,34.11090227,10.24939663,86,0.329633575,0.109906473
37140,23.12214222,823.8388794,1290.78855,951465.7625,705.2199707,104.9466821,32.43622665,20.5,12.59000015,4.670000076,-0.687584078,-0.27105273,4.573750305,34.34707489,10.07304859,86,0.090874219,0.375985058
37141,197.9886068,755.7944268,1623.665012,1568718.736,1222.390015,110.10903,33.02910105,17.43000031,12.97000027,8.510000229,-0.655656212,-0.19061279,5.49031549,23.47663032,8.783887227,84,0.089450846,0.279256736
37144,173.0572969,945.1328486,921.0011666,1042061.801,668.3599854,97.03578461,31.84450678,21.82999992,16.54999924,11.26000023,-0.998274528,-0.366812447,5.650163943,34.35985184,11.58635495,14,0.078253854,0.292805149
37144,313.448122,NA,869.4458008,1025402.586,656.3699951,89.68972206,28.96602798,22.64999962,15.96000004,9.260000229,0.530113222,0.186495146,4.886281848,36.4666853,12.08528841,14,0.078253854,0.292805149
37144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.85340161,10.32416121,NA,0.078253854,0.292805149
37144,107.6862383,945.0008545,979.596756,1291622.109,666.3499756,425.0728798,26.34988379,21.71999931,16.53000069,11.32999992,-2.470305562,-0.961396419,6.460758775,32.26681662,10.97568786,14,0.078253854,0.292805149
37258,300.9361588,791.88703,1411.420453,1266947.134,1024.099976,275.8150589,20.98200922,19.19000053,13.44999981,7.710000038,-0.721773269,-0.263232422,6.028069901,33.05413532,8.607285976,84.94444427,0.229384173,0.213462017
37258,276.1849457,808.8179932,1503.897388,1259191.113,1056.874976,291.019302,27.20893373,19.01400061,12.99950023,6.984999776,-0.999602588,-0.360911733,6.47172718,29.56991873,8.659991217,84,0.229384173,0.213462017
37258,201.2532976,877.6450263,1196.59828,1436324.944,890.4799805,622.5872769,25.34672165,20.28000069,14.14999962,8.020000458,-2.197794583,-0.834670641,6.695426941,33.47570419,9.860495885,74,0.229384173,0.213462017
37266,303.4761536,774.2559521,1583.498091,1020801.754,1042.438418,126.686764,40.13235992,18.89360069,13.30639999,7.715600033,0.068882643,0.028759393,5.293241663,27.79921143,8.888871193,84,0.102378503,0.294914645
37274,293.363959,737.9555511,1687.77833,1304564.604,1034.410034,360.6575514,27.32727162,18.19000053,12.43999958,6.679999828,-0.476489033,-0.186947717,5.136052847,28.51825269,8.473856767,91.63888931,0.284674096,0.155800169
37312,245.7433361,778.9104947,1671.379927,1615899.727,1183.709961,245.3197542,9.65042383,17.96999931,12.27000046,6.570000172,-0.09082648,-0.035021542,5.929345911,27.46879057,8.577694113,84,0.179071581,0.094677948
37326,296.9740601,789.7011932,1435.344049,1311259.613,1024.099976,281.732692,20.93383098,19.19000053,13.44999981,7.710000038,-0.353030719,-0.117863463,6.098770285,32.32979069,8.605084467,85.96666679,0.237820895,0.217390423
37327,NA,NA,NA,NA,NA,246.9841569,NA,NA,NA,NA,NA,NA,NA,33.9882983,10.3558339,NA,0.189568979,0.153284217
37352,271.0225449,781.8603805,1627.193693,1406218.882,1183.289615,65.90215025,15.69598978,17.97315728,12.27315832,6.572807187,0.368615947,0.130030404,5.32642746,27.64538905,8.551820906,84,0.051015189,0.268119079
