"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"sr",6.07534140314427,2.56186713352187,-2.34297834664114,19.5445890387272,14.9811610740044,39.5368630591345
"slope",8.64586936627067,0.312281815019679,1.32548681422376,17.4312461323306,14.955429032081,40.8861086662271
"TWI",-0.547031422343904,-1.0588060856942,4.8725667807295,6.88184493673282,5.39346518389643,32.5604534399545
"cwd",14.0962438579667,-0.109513358901583,4.68749286396506,17.5149810743156,18.9633015254994,43.1537845470809
"vpd_aug",2.44824947064838,2.08528972090988,8.0687216504605,12.1430310550597,14.2951375976912,36.7715333717472
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",2.48986017144516,8.02753699064655,4.54554432074578,6.51795392487185,11.3619091444452,28.3901764744811
"tmax",0.246914949027065,6.58220550375412,3.23561997865739,12.9299598753535,12.2381915107269,29.652579848245
"TPI_five",12.3797514344062,0.584943515964446,-1.61043003692528,20.4462265532976,17.7081483943441,45.9756786068885
"dem_10m_zaca",9.31662528966225,-0.752068485050411,1.70413502478395,13.9229472502342,13.5782096181198,36.2670355963561
"flow_accumulation",15.7757617582531,2.98137369783506,6.40884513822864,10.8847286321603,17.8789901503014,39.9338935473993
"sr",5.01356033997149,8.77481076809605,0.957714585396497,20.4582947477959,18.3263985950616,41.1846573914256
"slope",11.8984198297442,4.61812276395157,9.68756255133299,21.0615431244256,23.5377529050216,45.3785509699548
"TWI",5.81640234293927,-1.44699269126635,5.06865653120234,7.03586199542723,8.85166847336563,31.5800636353485
"cwd",9.39097993789681,3.05198402819154,5.147565576388,11.9561945094636,16.2376149984334,37.8710375811718
"vpd_aug",2.38493509745006,4.90482872973397,8.95466861469986,10.1783783479819,14.2271496506672,37.9630863487293
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",3.1089951463623,7.511523618716,3.40548489462691,7.81728238743258,11.6510168152551,30.105265519443
"tmax",-0.0453312512061022,2.59430194305628,0.4893240251236,15.243634566101,11.0032787401859,28.1121318690456
"TPI_five",6.02291639183954,3.32955277948424,-7.67113902336659,17.2407599620004,11.7093296804793,43.3801616330745
"dem_10m_zaca",12.5715300124549,1.16255132803838,4.43929988323969,20.3095597789966,20.9228222674715,40.6480653783025
"flow_accumulation",11.432646840849,5.21598880125533,0.453445610217195,11.6078805471939,15.2506490852605,41.1106290501898
"sr",10.0887950176874,2.05730025642914,-1.59125352974602,20.6147962841507,17.6294965415769,41.7680335419429
"slope",14.7478058419216,1.42437410465798,0.242097402950406,18.6432039096608,18.9598183008326,43.284650659801
"TWI",-0.900004624423706,0.830669328703995,-0.2132434310181,8.79277970853079,4.46359629069681,32.1732230854223
"cwd",11.0019696850301,2.83055382552449,1.67877057272409,15.1570695114591,15.5061692018095,37.9910896139202
"vpd_aug",0.600249267922402,0.661584897779961,7.5383492424947,16.9111819580791,15.3573385875867,35.6415576488582
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",6.23342469570809,4.17610957746875,5.58587016249052,11.220588652618,14.1386735020284,30.2219857988278
"tmax",-0.282474407419923,3.66759225694532,8.30871103396806,13.3233571938252,13.3404002342558,29.8395951932783
"TPI_five",7.70120724006434,2.92347495311655,-2.34412329978001,19.0905355347075,15.0350674401008,41.4880927933911
"dem_10m_zaca",10.1438278056253,-3.34051797279167,8.82536068187831,20.287384676884,19.2599633184455,42.3819648534174
"flow_accumulation",15.3793869468581,1.78068764352674,-0.443145489984997,12.2574137268728,15.4180485589093,40.1139039460904
"sr",-0.203472738661539,4.7776471733158,-2.26153405049558,17.4509097177601,11.1722318534026,40.0315881197649
"slope",5.33760328198385,3.24003135177904,6.20933549460615,22.5855110294437,19.3599514701746,44.5922975852607
"TWI",3.9572658119917,-4.08605263959401,0.640016526000579,4.74227324991157,2.98488357158268,32.3556448298529
"cwd",7.05614891482591,-0.470220290437014,6.22596591559591,13.8824826620956,13.9298249805182,36.6871128875392
"vpd_aug",-2.01378695708597,1.13253225244037,15.2629190341916,11.7450291806146,14.7089141834558,36.5308539925768
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",6.0829982681329,1.58206315729757,0.930086743004122,8.7866708948782,9.46877864724613,29.9509280101668
"tmax",-0.590757431493917,0.827615144788378,2.60895858882587,13.6908521732355,10.0428482581119,29.6001482759215
"TPI_five",6.4151524448734,2.11194652475147,-3.61975515404104,21.6330880671906,14.6519103518436,43.4762243514241
"dem_10m_zaca",11.0587785979714,0.123557254262804,3.29578343914746,19.5021690185484,17.8846856232257,41.5606804105361
"flow_accumulation",10.7819140016945,0.0950468980979335,-1.63375767584189,11.3459696218789,11.3326133746081,37.3669253720756
"sr",14.1612340463924,2.07273019897216,-3.2045817658801,22.1330495295396,19.2117612858939,45.1758755726339
"slope",7.28682675008596,2.01113612374768,1.64453543557195,19.2583883265113,18.1651144018079,41.7577796522754
"TWI",-2.51929418219423,-0.583784701340195,1.02196345113681,9.30714894632448,4.64446999680202,32.9313991104672
"cwd",6.32309525995345,-0.525428249694713,3.71942748698785,12.6976639838144,11.4326501969758,37.3853025597147
"vpd_aug",-0.489144340971313,0.821520043680893,7.71334703231108,13.293530646031,12.0007716428264,35.0386726847847
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",3.7072600093207,6.18535359299972,2.11646029287585,8.99612911273634,11.327626959638,30.9067960547052
"tmax",2.46329734565592,6.67788994498073,1.46977366668445,12.1421623191313,12.4810047377677,30.8288013095056
"TPI_five",1.9616270406782,1.72121865689994,-1.42733083673898,16.3641230848925,10.9595591493265,40.9711902242822
"dem_10m_zaca",9.35749940964435,-0.00997374275834269,1.82753763673816,18.2037272998056,16.7594356059783,38.1634033325148
"flow_accumulation",8.92422560497183,1.55638962047253,1.70063476575778,11.6626260333525,13.0350222131102,37.9843745869654
"sr",3.20567436524944,5.75529147973585,-4.68690948387594,21.103885308195,13.9102170576728,42.1044079460991
"slope",10.8044028928078,3.04318126120409,1.65812773234759,19.9798113568949,19.3058713176487,44.9065381602192
"TWI",-1.3089631582152,0.865616908715313,3.01670016636571,5.85912392375155,4.47660765967316,33.436879489949
"cwd",8.47863528199148,2.11170239783419,3.11713961532628,13.7113749335591,15.5324962992671,38.5899133449229
"vpd_aug",1.46850772836223,1.07861509559646,8.88696178863022,12.1101806793639,12.9988213051503,36.3619355508362
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",6.14738544524925,2.79271014419028,3.06405132273786,4.46525124081755,8.95052442700786,28.3833589760974
"tmax",2.16344937138583,4.17957307780365,2.42255490039522,13.5882893792844,12.5791233278914,29.4592478056148
"TPI_five",4.95912675546504,1.21556396227817,-0.168065980167351,18.6880129925627,13.6046216608075,42.0337675867764
"dem_10m_zaca",12.3408797542329,0.617602305782496,4.53693656076042,22.1114978570211,22.1271946394259,42.8446547236596
"flow_accumulation",13.0897632064616,4.37056546417185,0.86534281904338,10.6024304043198,15.1966787313314,40.5937218716415
"sr",8.22801997480264,2.95527190029274,-1.76360753472908,18.7200462562815,15.5504994744182,41.0179595172271
"slope",12.2013155606323,4.23295463839791,4.53799007445377,17.9098665843543,20.8760767773616,45.0914177682056
"TWI",-1.46101887723599,1.41221014693607,4.26748636073954,5.11496986207701,4.97265210633257,32.0313573848562
"cwd",7.77457470422254,2.38859914631387,3.62753680023954,12.7919387022602,14.5620412211527,37.4445988030448
"vpd_aug",6.032074019969,2.38424932010277,8.09954223634713,10.5414405843728,14.3332905027582,35.3764915628759
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",3.68567400819269,4.60032450537155,3.34312248295512,8.45431549283385,10.5947303176019,28.0400532468576
"tmax",0.0153359884475468,3.27269955209264,3.66098132315617,12.6235938481908,10.528832047377,28.7522365787333
"TPI_five",7.81848422100897,5.91213965210922,-2.40210864990692,21.8754748258472,18.0006652327653,45.7022546956311
"dem_10m_zaca",7.78250829725499,0.341361554968627,2.44861345685068,19.279633223189,16.4953673741572,39.5553905132763
"flow_accumulation",14.0474573121371,0.53964396381656,-0.977692115517546,11.2245134932662,13.6328706259502,38.1005654111921
"sr",8.66258486167057,5.79404030303084,-1.83251164782319,22.264656646397,18.8729754743008,43.0974662605942
"slope",10.5117530591274,3.62791074298798,2.99078416767228,21.1537161137861,20.8864660192391,43.4162379656843
"TWI",1.73918165103803,-1.25736762373935,0.640111305041214,6.89951459619062,4.56004137025389,31.3232963387746
"cwd",11.832407727738,1.5957358806072,3.17360210387997,13.025348407396,16.0161296453196,38.7899412707557
"vpd_aug",2.18631357450241,0.39260438069339,11.2092164437582,13.3734726641919,15.3766377812211,37.4904457185005
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.9836743000202,7.77317951693508,5.37580127454038,8.63913441661792,15.8492856002949,30.7754765683162
"tmax",2.29275146297575,1.93785675083743,5.27585330584515,16.7550334129152,14.0405390114163,28.6252726577168
"TPI_five",8.8392673431914,6.38317006673441,0.288175974000645,22.1832481974009,20.7283077278665,44.7742542938856
"dem_10m_zaca",9.62868004105759,1.20872873360705,7.67020572429624,20.5105765700353,20.2992626958578,42.0047631013841
"flow_accumulation",7.81385908544229,8.25164629143776,0.718842560389057,9.94172681463174,13.5798434919823,35.8790389340015
"sr",7.18768237005471,7.72190037988393,-2.55145533865292,21.5814937179581,18.7974765236606,41.9439482415182
"slope",14.7584371535955,10.6018233692231,4.86357546188117,21.6319963454678,27.0285420393536,46.3586243688292
"TWI",-2.81645426016281,0.364282965027443,5.89552526132574,5.99634586036754,4.74367708626543,31.5629380985885
"cwd",12.391212763998,-0.359295170089828,5.96394837114879,14.583290269756,16.1086044379331,36.8863739778211
"vpd_aug",0.898843835580838,2.19855943112457,14.5758103694076,13.8442593562499,17.5916731427788,35.4565497579387
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.02347358580821,4.63262562706399,2.92202119419005,10.0382504011638,11.4864189706299,29.485597510773
"tmax",1.12434868950589,4.84865714728052,4.36005077016572,16.3077883573028,15.5856317982237,30.5094502533246
"TPI_five",7.58188356390029,4.41744160197634,0.208277813195182,13.6686486363727,14.2840827527427,41.2669674142471
"dem_10m_zaca",13.752771729177,-0.751423335752608,3.7678868749567,19.1285423537673,19.4917289166982,40.5648961835346
"flow_accumulation",11.6539192804978,4.13360631926033,2.72359972881867,9.93355008280975,15.1529094249727,37.4565493241236
"sr",6.28497611784469,5.67105858179958,-0.579212498209077,20.7164737213362,17.3418040191852,41.7155729107909
"slope",8.73051641511923,2.77316161245444,1.08936452417034,19.5643435698652,17.9814752453335,41.8418187828685
"TWI",1.06211411898252,1.42169164095246,1.82121168120086,4.60260009910516,4.74587896357545,31.4571758976677
"cwd",14.948380228632,1.89424934885908,10.7387181705202,12.1678309305378,20.076493975768,42.0337854551454
"vpd_aug",1.57313682264949,3.92420277101809,12.2661056892979,12.6639953311442,17.3055456586108,37.840450267524
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.65807912641008,4.27591985844151,5.55692834178537,7.62092446164089,12.7989297753535,28.9249560972157
"tmax",2.24965976926645,1.05689848585034,5.40079823812663,14.0598120536045,12.1877441879666,29.4643066299045
"TPI_five",10.5370680117766,1.73871168455327,-2.20210857586268,17.2037332983169,14.5146655660205,41.9247302084832
"dem_10m_zaca",14.5130410806457,0.855409845188975,3.23951859650513,19.2464429411705,20.8007889753848,43.1281869196867
"flow_accumulation",15.4666957125481,0.123981577081466,-0.0362407355005226,10.3339397141459,14.15344133196,39.417239231784
"sr",7.29186256186342,2.14088244038262,2.28180641497702,21.625392079758,18.3000168815818,41.8945032296009
"slope",9.53972315439585,1.80668176545932,4.60982262144063,20.2484766165567,18.8113153438799,43.5194197022439
"TWI",2.30078865795392,-1.57196756925476,1.96417920183191,0.99071142949538,1.84669947686547,30.8327558504897
"cwd",8.05447946564507,3.22970966727405,1.94083179831441,16.8808816417699,14.5841048302201,39.2680824712929
"vpd_aug",2.99888800291252,-2.18609869581631,12.8752965769175,13.8785857564368,16.6263385920497,35.9202356592986
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.52030192071202,6.74407483435901,3.3980379813587,6.64545992692346,12.7484662982507,29.4062578465066
"tmax",2.30511778005147,3.55192418762652,2.86788028149206,14.091654545307,12.8106468932693,28.085999815055
"TPI_five",16.7421204845524,-0.889854319749514,-2.19311023704935,22.0943148276007,18.9896662525999,48.5629164996302
"dem_10m_zaca",9.60770134291674,-2.41572755519833,3.18501201646664,17.4049461531156,15.8292263829459,38.9566125131166
"flow_accumulation",25.1942038284197,3.96853000740388,-0.983146604483768,11.266305231811,21.0617860930955,44.6499185795373
"sr",14.5844950732728,3.21608875158699,-3.97438964048557,16.3616511441334,16.6325588304438,39.8542707184564
"slope",10.8792058702897,3.1903854843936,3.91228607957244,14.6840977124022,17.3128778957566,41.8098323304312
"TWI",1.9687390896439,-1.78965821519885,1.3774118128531,3.62062804512448,2.51524175882218,30.9924492055568
"cwd",11.9935473208867,-0.183351641292576,-0.265351235404076,11.529903357121,12.387790054642,35.1300435934335
"vpd_aug",6.60373704226359,2.54871648155026,7.30904013910382,11.0344058781566,14.9331079387041,36.7650908982758
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",8.46384760108587,3.59410185732698,3.02160931939814,7.9133019175151,12.7407930297795,28.4929436448082
"tmax",-0.329217672044039,5.08480241067604,0.147849386410081,14.3178604202431,10.801325554379,30.4259682415852
"TPI_five",6.33249535295504,2.16618798949368,-2.28852891657435,18.1493518086561,13.3874747137775,41.4228773299725
"dem_10m_zaca",7.12469086486254,-0.485523579535496,0.9029855180145,18.0759794007653,14.0976018968893,39.0583951504048
"flow_accumulation",10.4742214795687,4.17495847147358,-1.78306907728298,10.5389850825987,12.7074915191751,38.4322848316636
"sr",4.30958856380168,2.31059819132808,-2.51744818198287,21.9826821359424,14.3181955635034,42.4559226682726
"slope",11.9801627744942,-0.955213006513663,3.25385367124784,26.5373331943858,23.4927510139103,48.2782818883649
"TWI",-1.10952716554717,-2.12297672982115,2.09519496818406,5.95830383648808,2.49769955831322,31.3805207503017
"cwd",7.87354836791296,0.0150844551191767,1.95411317228738,13.956550536733,12.7020564709122,38.3360728195352
"vpd_aug",-1.20365122905914,3.93446380518426,4.50846787516368,11.7668739912912,10.8116991790793,35.9949406750911
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",4.74604172533446,5.75446637142881,-0.690000168416214,10.022635211783,10.3475655319369,30.1428617197102
"tmax",0.558793987357866,4.66225790025651,2.97482806754913,16.2354590279988,13.4664194667573,30.4000436012444
"TPI_five",6.64871922737842,1.1754428208526,-3.4177726561623,17.8680631940876,13.2370437182971,40.746566087709
"dem_10m_zaca",13.2899540929422,0.181755583647334,-0.426429318445979,15.8663500428817,15.9466976985442,38.7142645569931
"flow_accumulation",13.0870747889478,5.46590692888226,-2.10681244374024,9.48165015045514,13.5209878656703,38.7930162912047
"sr",-0.260313772863593,7.03981555627936,-4.58445891081876,20.0090304033803,12.4230306256617,40.6101510021283
"slope",12.1924086873656,1.07183674040498,5.26585343734215,26.3166716999734,22.9679472287843,46.8232249413587
"TWI",-0.52739719330837,-2.67439083036496,0.247913891336587,4.01890097482412,0.542618270004682,31.4174660960832
"cwd",9.70364894720866,1.4215949806546,3.64355900396239,16.0776926881705,17.5913976591233,39.8191090068675
"vpd_aug",1.75058788911043,4.08291847424675,6.92068320294177,13.6109521265292,14.9968557851473,36.7990086967003
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.73048582463629,3.96317364024222,4.16363597913171,9.48581448604266,13.043679024198,29.8822983238506
"tmax",2.70639937615854,5.24382993042934,2.25185187797266,19.0085357632877,15.1049201421056,30.8509118871963
"TPI_five",7.74328130938818,0.522019235099018,-3.37464125948035,19.6142428259918,14.0081846712412,40.7571184145634
"dem_10m_zaca",13.1340336869982,-0.514451910980184,3.74188127687908,16.6952850768693,17.7022667725912,40.6336737470925
"flow_accumulation",9.25366016822955,2.87948378990127,0.889484534658045,10.2217659082168,12.1527118866541,36.3833664780443
"sr",12.3261667200078,9.58884564498688,-1.82977728376411,24.0034291673934,22.8499432185438,45.5905595990805
"slope",12.4304044094849,3.50758850773206,4.8027588394556,24.9806740977209,23.4393694624165,45.4758589278129
"TWI",-1.09688162718705,-2.32766794070186,1.99800396051301,4.75953615508581,1.62327407924919,29.9236225333157
"cwd",10.8907735332569,-0.379302233063496,8.40072357214292,15.071609588383,17.904772904676,39.8204845152047
"vpd_aug",0.024434123450204,2.16971064926967,9.24566378012732,12.1350452281575,13.0543188625416,34.9182815738396
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",8.49674494982801,3.09594559951213,1.89844391396718,10.9900569161827,14.3421070685327,28.837408718736
"tmax",3.55259519900525,3.97891089686687,1.28372765762307,16.331694423467,13.5732038418061,28.6154302264477
"TPI_five",8.793774486268,2.12411736444334,-2.05681898516451,20.0110847904667,15.5117109983019,44.9815377960578
"dem_10m_zaca",15.1175937190267,-1.02515174481341,5.38367725347166,20.4681365609824,22.5735095003569,44.1390149615023
"flow_accumulation",12.0363416235378,4.60696173596882,-4.153396784659,11.8287507994506,13.5859319035472,37.8638203456591
"sr",15.2139597629679,3.60436379116826,-3.18453677618644,19.0121859664623,19.7061331013002,41.8072235796069
"slope",12.8518328318104,2.94188672065741,-0.0341973319112618,20.1710759969561,19.2048222716612,43.8237119387849
"TWI",1.32811820561742,0.474926210710791,-0.915029823843692,7.12872247012621,4.18014785874877,32.0334860121951
"cwd",10.3364643514107,-1.49991989975879,2.08477274660154,12.3812903466683,12.1143543577883,35.4503321495773
"vpd_aug",5.21013722165151,0.160938716861953,8.34606483147458,13.5029746074052,15.1439491574745,36.6985222714324
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.61298055794565,4.86566207364544,5.04383084361927,9.08003640746498,14.2340160372878,30.5765120602393
"tmax",5.89531823885532,4.93776591255714,2.4994986792444,17.9488956511642,16.5864535675902,30.9416971195899
"TPI_five",10.2772830834363,6.63146641263935,-2.7924756630403,15.5212309192243,15.3786716809907,40.4902595126354
"dem_10m_zaca",9.45605815992935,6.03630316690954,5.39644961883344,22.0243241847183,21.7731875749638,42.3739131220026
"flow_accumulation",12.4107443868247,7.83727619776497,1.97850629962878,9.39402055069771,16.2429368635623,36.8912611758914
"sr",4.46697173699665,6.7536694031832,2.28271421940518,17.9923786268856,18.0526460363358,38.6639023652762
"slope",8.91943678535569,4.04206456732748,4.84544775791807,20.0622857007266,20.2850262013712,42.8007732771382
"TWI",0.88593900571836,-2.33819096106877,-0.070141271853665,5.78818510978963,2.40999422936697,29.1172495554302
"cwd",13.5211986410741,3.8415844753733,3.92561033141398,15.6191046889137,18.8296641339682,42.9021640455401
"vpd_aug",0.939312295470354,6.57058534330469,10.6496910610973,16.4262450375929,18.7294306027659,39.4887077662559
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",10.50804274156,6.05873741201968,5.03698712644141,8.96504582621545,15.6722611741914,31.3269013454537
"tmax",2.49696397727642,4.24170577521391,3.00523023240656,16.6487231613454,15.0581359964891,29.5848262395059
"TPI_five",10.0449984546711,2.40485558719749,-1.56074392692968,17.6868550169965,16.0744689886835,40.8648722666241
"dem_10m_zaca",11.3171935544583,6.63438537804495,0.503156080006466,25.7756268725125,24.8743461843445,44.9550146517895
"flow_accumulation",19.2707464921942,4.79371862060019,-2.4934654755797,13.663319740211,18.4940385373225,40.2649891703127
"sr",8.69994258960372,0.931153782924526,-0.375263488340084,13.5195331636386,12.905240424342,38.594135387965
"slope",9.41385493828671,2.37307624536216,4.61087768795714,12.9561654527134,15.498482088507,40.0567791901819
"TWI",3.50607437095371,-1.25123563830578,1.66382399972811,6.5164760709654,5.88461013115423,31.4041018326736
"cwd",14.7022333887838,1.84033790014613,3.48680345060705,15.391255213775,17.3884855605471,41.3810805648186
"vpd_aug",1.32293265786296,2.66733085386411,8.90288380358875,13.721721724822,15.9920499215856,35.8108353506745
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",10.2511791964487,5.9241680698062,4.8737652848034,8.6392785483325,16.2938945731226,30.8787033933004
"tmax",4.1636030388637,5.54571243515778,5.32868882793562,14.9689621894055,15.6271111595284,29.2947235478067
"TPI_five",14.9325210815946,8.43427236190325,2.49993244778184,22.6087634365655,24.2481524695796,48.9415484493217
"dem_10m_zaca",7.937568553185,2.80338200522022,3.65752067717497,17.2821341305425,17.2897791162068,38.2942250990384
"flow_accumulation",9.74314880575788,5.97951924411282,2.69653375010398,14.2170468520674,17.9731125795302,38.2900598923898
"sr",4.66826478929654,7.67766404204683,-2.7551957907576,21.523216845212,17.6098640030448,40.1917413151704
"slope",8.12724770469117,2.1457645822985,7.48008825526943,23.7852031537211,23.4046724845652,44.0374949131021
"TWI",0.689793969656299,-1.74317510956749,4.10340730791407,7.06796662292418,5.51772761291623,32.3892232768792
"cwd",10.7531346692752,0.841831873641528,5.15380146913537,14.0772206195044,15.6796569409184,36.5486743911674
"vpd_aug",1.91062923331479,3.44147468860124,9.39925961934847,11.50204166497,14.7183939993573,35.4354137218237
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",8.68957843640931,4.83691549917938,4.57317733377119,7.27826167845585,14.0120597608296,32.3254155647023
"tmax",1.18314069925363,4.14690417297756,-0.328758253138569,13.0412866773293,10.3999553187978,28.1181144313069
"TPI_five",6.73938646447484,4.32791733316358,-4.92736576976787,20.0482443327204,14.3641546362478,41.8875792561816
"dem_10m_zaca",9.20175853909572,3.35876256031609,4.27379559274326,20.5561935260814,20.4525093459045,42.208092022778
"flow_accumulation",11.9385462008724,5.87680593131866,-2.09032273225088,12.8848393604026,14.3985564498542,37.3871019932049
"sr",4.51384091629402,6.79497440469749,-1.30788594690597,19.6479770175344,15.4309920239369,41.622875056681
"slope",14.8873870840518,5.14102610411838,2.17104629044122,18.7774948769071,21.3886799744328,45.1480959511734
"TWI",1.70041277577972,-3.37530579136967,2.87324396854578,6.46324765879066,4.11004607320142,31.7984408751496
"cwd",9.55390451420334,2.6170614238443,2.12389828153252,13.2853633920524,15.5574499906922,37.5298680212561
"vpd_aug",1.37846630707419,4.55833247926036,4.54099225319114,11.7098545460524,12.1107899465947,36.2123928275657
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",2.58250507975909,2.69484193975635,3.72409604756875,8.37559996566552,9.66983677596495,30.2561000934656
"tmax",0.120665509032395,5.70530434882356,3.45365768054464,14.2827446774372,12.7101871871802,28.7591685948913
"TPI_five",5.89514966823423,4.16186848645853,0.545423787779021,16.6634146577309,14.9347702020625,43.7700639879918
"dem_10m_zaca",13.5858471054217,-0.0682697018167284,2.3144999867404,19.9813739167737,18.9945551459249,42.6138729757523
"flow_accumulation",11.8993832468408,5.0784758997883,-2.94705347198315,9.60584349783374,13.1889056701762,38.0506521919336
"sr",4.90899743554077,2.66013502076318,-2.65223964983904,19.7482913465747,14.1323941181955,41.6461678164599
"slope",9.53586957710813,2.53634892691969,4.39268923795434,16.7105394312019,17.8509521051149,43.1984774727382
"TWI",2.95619174632508,0.289966478164939,0.815731219058527,7.89259863964681,6.67537035428253,33.4478977329267
"cwd",9.45202109614559,-1.22785808333039,3.35600625891749,12.9209306077177,13.7255532959998,36.6544317142093
"vpd_aug",-0.293484400296626,0.374723888539433,10.621130855135,14.6538355864239,14.7826046741819,35.8468154196315
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",2.56909884148184,5.80327047634686,7.2372446427199,7.84694164842835,12.3854511893514,29.4797273656912
"tmax",1.66918310918631,6.29383106037842,1.01170472975592,14.4286972560639,12.8710861839313,29.5828947846355
"TPI_five",9.06175043269403,3.42729857078293,-0.24107658102186,17.9072298948536,15.5232754869246,44.5138771499412
"dem_10m_zaca",7.60594714747406,2.19556406771683,4.02444924937199,20.897906067961,19.1556190167024,40.4628127562922
"flow_accumulation",10.0608221751709,5.80896481313816,0.499388437340912,9.37031397621338,12.858402661049,38.0105508875195
"sr",2.46069564504349,10.4430372959485,-1.44538535200401,16.2985348310592,14.1509502005403,40.784411412507
"slope",7.2347863674948,4.03531329097811,4.47064981520373,19.0876279876652,20.101159969742,41.4286540036335
"TWI",-1.12390394916719,-0.0740378016416991,3.00715585088917,5.28603189711072,3.79689436637185,30.7517252293786
"cwd",12.7360594264796,5.73640893451253,4.58448213560666,12.1984240920919,17.3350749577699,40.5365346813027
"vpd_aug",3.86498566642641,4.68524254909476,10.7985664695843,11.249970782017,16.1194631439227,38.6868517290985
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.93833487440845,4.87803410618909,4.09735862967859,9.81852839188262,14.794083684212,30.6496602500189
"tmax",6.00008192104112,1.55409662638735,3.49919889293815,15.4359928257776,15.008965793715,28.7950419546981
"TPI_five",10.9292165053604,-1.48871253879916,1.91722551521811,19.278114586019,16.9784730582545,43.5663161163484
"dem_10m_zaca",10.533224232176,-3.13466921172486,3.7726472029195,23.5869876432405,19.0695987056372,40.4689854540762
"flow_accumulation",13.5591601988579,-1.41992292638784,2.81248370561137,10.2701033093154,13.2312934390343,37.7990914149479
"sr",6.54784221186988,2.92683327324146,0.580038482382265,18.3537201205203,14.7453289095859,39.6716678200403
"slope",13.7443248604212,-1.39750430252716,6.41992290102118,20.6351975268426,21.2408257217028,44.2436463431308
"TWI",-0.0592334595348066,-2.95461226415577,4.63543937931089,4.33611294394231,3.1039405375209,32.1417440451657
"cwd",10.6230562706115,-1.36253274707099,4.22905103937162,10.9512290205413,13.0690911563512,36.5433746659431
"vpd_aug",6.33217449718498,-1.20747044810303,14.329417579559,17.3784703239234,20.6633235170624,40.4371199356301
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",6.97683964534125,2.36524844660874,4.39972487746694,6.28710198087332,11.6231185018172,28.7746971780568
"tmax",1.22401753895801,6.04144914158951,3.52747195473328,16.4001031065732,13.6750727181209,30.141139148906
"TPI_five",6.95358058567378,2.37022891358575,-1.99881004208699,20.2395993428704,14.9579671548547,41.118633279946
"dem_10m_zaca",13.5288207004382,-0.582129722532455,4.96786871850157,20.5437309581594,21.3269394024911,42.2057220103729
"flow_accumulation",20.4870501028319,5.06223322801093,5.34275786833901,13.9218496374129,23.7313294434621,42.3853682103581
"sr",5.31646092063042,4.51039049851464,-1.10734322383251,24.3009379003894,19.4113808383833,42.2133041334257
"slope",10.8073032773605,3.9769156756117,3.2117809673514,25.4547264351016,22.9214563155488,42.6441971058251
"TWI",2.93926179809716,0.911215546694171,5.79497538482977,6.54684136481013,8.37023779342744,31.8214402932701
"cwd",9.39135661987785,1.98809626054715,5.27955035519152,14.052556979788,15.3093097948856,37.0233250818767
"vpd_aug",-0.891284711960421,3.60416051124666,11.6494150118491,12.7561314480502,14.9761133436151,35.9098295579621
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.38282523673018,6.53078056227507,4.72823632370156,8.6406444389305,14.3424739436024,32.8508678081208
"tmax",0.389548303346048,7.41058995764979,0.453017170476386,15.1087667128914,13.3518328797075,30.0311000771594
"TPI_five",4.73843627272768,4.19833124751479,-3.4654293061608,18.4817260951827,12.3714719658446,42.4061821420014
