OBJECTID *,FID,prefire,postfire,centroid_l,Shape_Leng,Shape_Area,random_sor,Change_in,OBJECTID_1,MEAN,mortality_qualitative,
226,225,1_25,1_25,"34.698619280839, -119.663946335287",701.950662,5371.747081,0.889819,No Change,226,1810.32005,Moderate,
227,226,75_100,25_75,"34.7065446898565, -119.671732366971",1449.999669,17199.99672,0.579247,Low Mortality,227,1694.319796,Moderate,
228,227,75_100,25_75,"34.7080708858462, -119.667906339805",890.000442,14725.0055,0.648792,Low Mortality,228,1614.943993,Moderate,
229,228,75_100,25_75,"34.6994155974549, -119.662412005937",410.00082,7249.998176,0.654398,Low Mortality,229,1799.329049,Moderate,
230,229,1_25,1_25,"34.7068686433467, -119.68174812183",569.999327,8625.00473,0.311229,No Change,230,1787.389965,High,
231,230,75_100,25_75,"34.7088665205294, -119.652043268077",799.999338,12474.99711,0.60839,Low Mortality,231,1764.062224,Low,
232,231,25_75,25_75,"34.7064003668825, -119.644274781135",1159.999455,21275.00954,0.675157,No Change,232,1610.857635,Low,
233,232,25_75,25_75,"34.7016724976893, -119.661642948822",879.999542,11800.00026,0.895254,No Change,233,1754.787337,Low,
234,233,25_75,25_75,"34.7033416041967, -119.637385374028",539.999926,13750.00555,0.879851,No Change,234,1691.843646,Moderate,
235,234,75_100,75_100,"34.7116104855811, -119.645837487009",1890.000091,48600.00465,0.690602,No Change,235,1513.838012,Low,
236,235,25_75,25_75,"34.7136283133451, -119.661801186716",306.569406,5019.541179,0.458582,No Change,236,1445.73258,None,
237,236,25_75,25_75,"34.6964167370442, -119.639461207512",679.998133,15450.00695,0.806112,No Change,237,1949.726725,Moderate,
238,237,25_75,25_75,"34.7128323077083, -119.615818943635",1240.000661,38475.01385,0.418739,No Change,238,1710.004484,None,
239,238,25_75,25_75,"34.7064452435397, -119.599275819494",1249.99936,18650.00246,0.290538,No Change,239,1637.878473,Low,
240,239,25_75,25_75,"34.7188159903749, -119.668115195866",1139.998954,17275.00964,0.952309,No Change,240,1330.258747,None,
241,240,75_100,25_75,"34.7135883571137, -119.677321794279",830.00034,13100.01308,0.649421,Low Mortality,241,1590.288568,Moderate,
242,241,1_25,1_25,"34.7087663443003, -119.617169085779",509.999526,6525.001302,0.385029,No Change,242,1865.782796,None,
243,242,25_75,25_75,"34.7132316080347, -119.613062233765",822.265486,17762.48903,0.609263,No Change,243,1648.895246,None,
244,243,75_100,75_100,"34.6970723393244, -119.664204435099",309.999315,4149.994151,0.232519,No Change,244,1826.162269,Low,
245,244,25_75,1_25,"34.7002174869488, -119.662223928533",950.000445,19450.00735,0.88368,Low Mortality,245,1779.814012,Moderate,
246,245,25_75,25_75,"34.7127324096899, -119.648333530886",810.000239,20300.00654,0.670273,No Change,246,1528.218449,None,
247,246,75_100,75_100,"34.7188864700492, -119.67389445394",1150.000855,22325.012,0.272885,No Change,247,1358.096971,None,
248,247,75_100,75_100,"34.7460709613349, -119.655511916778",830.00104,19700.00562,0.41688,No Change,248,1388.682712,None,
249,248,75_100,75_100,"34.7115047183301, -119.648244116744",830.00074,8800.005413,0.255249,No Change,249,1557.15633,None,
250,249,25_75,25_75,"34.7103841273739, -119.643473764003",1599.998676,46025.00643,0.136107,No Change,250,1524.007343,None,
251,250,75_100,25_75,"34.7034903853558, -119.59338524289",1219.999759,43725.01548,0.71628,Low Mortality,251,1699.918338,Moderate,
252,251,25_75,25_75,"34.7084896838062, -119.588996756434",1309.997263,24349.99044,0.079862,No Change,252,1536.793146,None,
253,252,25_75,25_75,"34.6984303992176, -119.593608526624",1109.999453,16225.00536,0.333732,No Change,253,1807.508613,Moderate,
254,253,25_75,25_75,"34.7050672713785, -119.673800423641",1119.997554,21374.99381,0.518404,No Change,254,1723.350983,Low,
255,254,75_100,75_100,"34.7072257916323, -119.656489135221",1020.000748,31499.9918,0.789788,No Change,255,1766.128818,Low,
256,255,75_100,25_75,"34.7014155010258, -119.654947580812",620.00063,8125.000939,0.771809,Low Mortality,256,1945.461886,Moderate,
257,256,75_100,25_75,"34.701972435265, -119.665445553663",430.00042,5100.002228,0.12006,Low Mortality,257,1749.104067,Moderate,
258,257,25_75,25_75,"34.7016518877976, -119.660523497139",2140.001602,47625.01585,0.908341,No Change,258,1784.677577,Moderate,
259,258,25_75,1_25,"34.7091238238732, -119.662191468873",373.541801,5510.336839,0.293989,Low Mortality,259,1543.101653,High,
260,259,25_75,1_25,"34.7090399942478, -119.658329914731",960.000046,11150.00531,0.16315,Low Mortality,260,1680.443751,Moderate,
261,260,25_75,25_75,"34.7159638486743, -119.672799666532",1139.999654,16825.00183,0.881064,No Change,261,1505.961933,None,
262,261,25_75,25_75,"34.7097640375809, -119.669173207306",779.999037,12950.00912,0.919511,No Change,262,1567.468433,None,
263,262,75_100,75_100,"34.7183379732296, -119.677570508879",960.001146,9125.001671,0.286085,No Change,263,1409.403145,Low,
264,263,75_100,25_75,"34.7003190939663, -119.657656016978",305.323081,4178.999323,0.501505,Low Mortality,264,1882.144529,Low,
265,264,25_75,25_75,"34.701779681696, -119.656734603379",1070.000251,15375.00623,0.228641,No Change,265,1866.288943,None,
266,265,75_100,75_100,"34.7030163934706, -119.660990172154",599.998929,9400.000399,0.917951,No Change,266,1710.412113,None,
267,266,25_75,25_75,"34.7032958967549, -119.662141373565",810.001239,18400.01318,0.863937,No Change,267,1677.804354,Moderate,
268,267,75_100,25_75,"34.7091044478405, -119.659807111135",660.000331,10125.00571,0.293202,Low Mortality,268,1630.397185,Moderate,
269,268,75_100,75_100,"34.7169169702572, -119.67910494506",809.998539,12925.00879,0.332762,No Change,269,1488.653193,None,
270,269,25_75,25_75,"34.7095705642216, -119.680442436956",810.001239,17300.00228,0.872501,No Change,270,1681.718467,Low,
271,270,25_75,25_75,"34.7167968390195, -119.68003219054",909.998243,8400.000048,0.420447,No Change,271,1505.300197,Moderate,
272,271,25_75,25_75,"34.7431686484298, -119.654955218212",1170.000557,36300.01545,0.409125,No Change,272,1605.842115,None,
273,272,75_100,75_100,"34.6995239310023, -119.635051119585",640.000631,7725.003584,0.9743,No Change,273,1759.788477,Low,
274,273,25_75,25_75,"34.7130116051906, -119.676946676168",1309.999363,20500.0063,0.154735,No Change,274,1560.337112,None,
275,274,25_75,25_75,"34.7111388387285, -119.67729405644",499.999824,7075.004172,0.289482,No Change,275,1636.095169,Low,
276,275,1_25,1_25,"34.7071356565906, -119.684822949684",550.000126,6650.005623,0.343461,No Change,276,1803.063378,None,
277,276,25_75,25_75,"34.7117697031583, -119.661881930502",875.106906,22868.51512,0.624631,No Change,277,1487.098463,Low,
278,277,75_100,25_75,"34.7077103651475, -119.654701517924",819.999039,22200.01185,0.485303,Low Mortality,278,1772.543143,Moderate,
279,278,75_100,75_100,"34.7056938141933, -119.638803774195",730.001135,14800.00409,0.421113,No Change,279,1600.089951,Low,
280,279,25_75,25_75,"34.7081827507343, -119.644181444208",1020.000249,18025.01015,0.856237,No Change,280,1582.335047,Low,
281,280,1_25,1_25,"34.7011585853279, -119.702593903835",979.999447,13199.99816,0.015223,No Change,281,1431.869305,None,
282,281,25_75,25_75,"34.7182898504724, -119.667443250425",1039.99985,20300.01093,0.173191,No Change,282,1315.004987,None,
283,282,75_100,75_100,"34.7156375551226, -119.677216345649",1210.000358,34450.02202,0.266752,No Change,283,1513.546268,Low,
284,283,25_75,25_75,"34.7198296952306, -119.668134133973",630.310824,6386.420065,0.20041,No Change,284,1241.434946,None,
285,284,75_100,75_100,"34.744750358542, -119.654736265726",1130.000655,40699.99018,0.406947,No Change,285,1466.794988,None,
286,285,25_75,25_75,"34.7023309541969, -119.64630534243",359.999117,4675.004685,0.167067,No Change,286,1851.234272,Low,
287,286,25_75,25_75,"34.7061887310859, -119.655294445276",1069.999051,37025.00228,0.362064,No Change,287,1818.544857,Low,
288,287,75_100,75_100,"34.7180001036812, -119.675512642749",440.000221,4350.000413,0.612329,No Change,288,1423.211553,None,
289,288,75_100,75_100,"34.702284320632, -119.649972505504",1389.999666,41900.01487,0.797833,No Change,289,1884.838408,Low,
290,289,75_100,75_100,"34.7461438482068, -119.656284361089",430.00032,5675.010106,0.229973,No Change,290,1405.658956,None,
291,290,75_100,75_100,"34.701228220083, -119.641488632721",829.99944,13900.01051,0.014499,No Change,291,1768.100014,Low,
292,291,75_100,75_100,"34.7047702015717, -119.669301532572",680.000432,11350.00689,0.441711,No Change,292,1700.082363,None,
293,292,25_75,25_75,"34.7111840141476, -119.666733530104",900.001143,14975.00702,0.886424,No Change,293,1493.434911,None,
294,293,75_100,25_75,"34.7081577770107, -119.643349052728",660.000331,12800.00779,0.562703,Low Mortality,294,1592.730658,Moderate,
295,294,1_25,1_25,"34.7130030866464, -119.644605967309",470.000223,8600.007969,0.280343,No Change,295,1432.504603,None,
296,295,75_100,75_100,"34.6999109035922, -119.663798085887",1070.002051,23500.00825,0.709418,No Change,296,1782.33412,None,
297,296,25_75,25_75,"34.7017810570387, -119.655830004535",385.443645,5132.747293,0.930703,No Change,297,1919.912359,Low,
298,297,75_100,75_100,"34.7028746566769, -119.661436974796",560.001027,6250.001826,0.268647,No Change,298,1704.586381,None,
299,298,1_25,1_25,"34.7072852557899, -119.652689707347",990.000448,17574.99417,0.780098,No Change,299,1801.523819,Low,
300,299,25_75,25_75,"34.7077447506387, -119.670447435326",2149.999703,35100.00103,0.20274,No Change,300,1624.156359,None,
301,300,75_100,75_100,"34.7177896692262, -119.6779124482",1249.99906,14149.99921,0.395112,No Change,301,1436.752713,None,
302,301,25_75,25_75,"34.6992192214365, -119.632775864945",1070.001051,35700.01408,0.538275,No Change,302,1783.464272,Low,
303,302,25_75,25_75,"34.7044438711968, -119.632642070554",943.564726,14818.81307,0.381532,No Change,303,1626.149148,Low,
304,303,75_100,75_100,"34.7071274434773, -119.640886737669",810.000839,16874.99685,0.44277,No Change,304,1594.289619,None,
305,304,25_75,25_75,"34.7046611996548, -119.6718798758",1409.999567,34500.00277,0.581971,No Change,305,1734.811019,None,
306,305,25_75,25_75,"34.7056715740031, -119.66220773985",709.999434,8824.991016,0.095137,No Change,306,1613.346296,Moderate,
307,306,25_75,1_25,"34.7097530698604, -119.660032566912",1069.998951,15850.00458,0.633022,Low Mortality,307,1631.262957,High,
308,307,25_75,25_75,"34.7108365460816, -119.661088734487",634.564992,16054.93861,0.467669,No Change,308,1526.225316,None,
309,308,25_75,25_75,"34.7168897236913, -119.676850450485",770.000137,8975.001597,0.655927,No Change,309,1462.299303,None,
310,309,75_100,25_75,"34.7043055418643, -119.671073630009",999.999848,12475.00572,0.807234,Low Mortality,310,1711.220719,None,
311,310,75_100,75_100,"34.7007133100569, -119.64338455357",920.002344,24325.00681,0.107312,No Change,311,1796.608448,Low,
312,311,25_75,25_75,"34.7033188306048, -119.646780005522",760.000536,14824.98784,0.753662,No Change,312,1786.25386,Low,
313,312,25_75,25_75,"34.7107982113836, -119.655523610119",1410.000667,38450.0191,0.821673,No Change,313,1656.341753,None,
314,313,75_100,75_100,"34.7063692547941, -119.665341070345",570.000327,5799.996373,0.861535,No Change,314,1620.656051,None,
315,314,25_75,25_75,"34.6999119956783, -119.642103532964",979.999047,22350.01095,0.191847,No Change,315,1833.65009,None,
316,315,25_75,25_75,"34.7045931334677, -119.647983429899",1149.998655,21375.01165,0.998726,No Change,316,1737.083997,None,
317,316,25_75,25_75,"34.7153014449708, -119.646372379547",295.325857,5189.835665,0.850663,No Change,317,1415.684204,None,
318,317,1_25,1_25,"34.7177603308536, -119.64772072138",603.182146,10230.20045,0.793901,No Change,318,1377.058936,None,
319,318,25_75,25_75,"34.7112436708826, -119.652193461964",489.999124,7300.001868,0.555659,No Change,319,1695.563293,Moderate,
320,319,75_100,75_100,"34.7105175042683, -119.608027243748",1059.999351,11524.99385,0.8179,No Change,320,1549.294,None,
321,320,1_25,1_25,"34.7250517900484, -119.62069874758",589.99963,5475.004639,0.427126,No Change,321,1533.055643,None,
324,323,75_100,25_75,"34.7026377468133, -119.657689840788",806.241668,15974.98306,0.02101,Low Mortality,324,1822.293974,None,
325,324,1_25,1_25,"34.7168076930147, -119.651729654873",639.998731,14025.00525,0.443745,No Change,325,1423.489742,Moderate,
326,325,25_75,25_75,"34.7071326706104, -119.658439964102",820.000139,18375.00511,0.746758,No Change,326,1708.325971,None,
327,326,25_75,25_75,"34.7052476651457, -119.648273868338",374.085447,5186.086926,0.898238,No Change,327,1730.83848,None,
328,327,25_75,25_75,"34.711959558299, -119.651861359553",730.001135,10524.99943,0.711303,No Change,328,1667.952415,Low,
329,328,75_100,75_100,"34.702707834613, -119.656079798407",820.000039,20225.00648,0.046675,No Change,329,1891.127853,Low,
330,329,1_25,1_25,"34.7002217950988, -119.638558011398",429.99992,7224.997936,0.771053,No Change,330,1833.254786,None,
331,330,1_25,1_25,"34.7044803326933, -119.680775820669",780.001037,14049.99675,0.886174,No Change,331,1827.034742,Moderate,
332,331,1_25,1_25,"34.7127707785275, -119.645316383754",717.147802,12597.20278,0.519572,No Change,332,1456.357465,None,
333,332,1_25,1_25,"34.716571581069, -119.615763920597",1229.99866,11650.01336,0.286358,No Change,333,1551.543771,None,
334,333,75_100,75_100,"34.7091830289773, -119.610823540083",809.999639,14724.99727,0.323719,No Change,334,1662.918028,None,
335,334,75_100,75_100,"34.7029402328242, -119.663764670131",439.999921,6724.996882,0.85176,No Change,335,1713.066729,None,
336,335,1_25,1_25,"34.7065054691782, -119.672633741062",980.001047,16924.99124,0.527134,No Change,336,1668.87237,Low,
337,336,1_25,1_25,"34.7088135661668, -119.65558148809",779.999737,12250.00735,0.512902,No Change,337,1709.93598,Low,
338,337,25_75,25_75,"34.6977150154858, -119.638362196998",680.000133,13400.00402,0.420298,No Change,338,1887.312133,Low,
339,338,1_25,1_25,"34.7035850113846, -119.631714324718",710.001034,7074.998588,0.864887,No Change,339,1655.552204,None,
340,339,25_75,25_75,"34.7085869496145, -119.645285916472",1950.001093,23024.99715,0.105778,No Change,340,1561.042767,Low,
341,340,75_100,75_100,"34.7045980556437, -119.633796897466",349.998917,4475.005181,0.671835,No Change,341,1602.324007,None,
342,341,1_25,1_25,"34.7188374351937, -119.624427716713",1340.000164,31175.00501,0.824321,No Change,342,1824.188531,None,
343,342,1_25,1_25,"34.7026284341844, -119.637387236469",680.000732,8075.001011,0.652643,No Change,343,1729.6763,Low,
344,343,1_25,1_25,"34.7014458763226, -119.637487830544",940.000145,25600.01277,0.146439,No Change,344,1782.322116,None,
345,344,25_75,25_75,"34.7016905686867, -119.662707654569",699.999633,14825.01013,0.318562,No Change,345,1735.453528,Low,
346,345,25_75,25_75,"34.7027380063671, -119.642624167354",1480.001371,21725.01308,0.065796,No Change,346,1722.067812,Low,
347,346,75_100,75_100,"34.7023564433246, -119.633551207264",1250.00076,21050.0119,0.209127,No Change,347,1663.107629,Low,
348,347,25_75,25_75,"34.7021690861418, -119.702214535245",949.999945,20375.00239,0.025578,No Change,348,1479.724037,None,
349,348,25_75,25_75,"34.7157491923922, -119.673338598464",1109.998753,22674.98739,0.433387,No Change,349,1448.615537,None,
350,349,75_100,75_100,"34.7186658994233, -119.675596612483",1430.000068,41000.00417,0.36011,No Change,350,1383.749474,None,
351,350,1_25,1_25,"34.7060720667558, -119.682733949988",990.000047,23699.99226,0.058714,No Change,351,1816.559839,None,
352,351,1_25,1_25,"34.7051756472921, -119.643594495128",999.999848,13975.0019,0.930804,No Change,352,1662.662578,None,
353,352,25_75,25_75,"34.7049351197833, -119.634936266111",1600.002977,30925.01891,0.293887,No Change,353,1663.811159,None,
354,353,25_75,25_75,"34.703909382812, -119.633389206844",749.999336,13249.99311,0.648256,No Change,354,1628.579997,None,
355,354,75_100,75_100,"34.7472798567511, -119.656331993652",759.999536,15550.00566,0.43326,No Change,355,1332.477507,None,
356,355,25_75,25_75,"34.6991922912894, -119.639812615969",839.99904,20000.00549,0.365635,No Change,356,1863.985291,None,
357,356,75_100,75_100,"34.704430107189, -119.661267421248",1620.001277,27375.00728,0.958858,No Change,357,1671.046241,None,
358,357,75_100,75_100,"34.6997357740436, -119.634146883138",633.18948,11273.60535,0.285875,No Change,358,1770.00645,None,
359,358,25_75,25_75,"34.7068621322541, -119.678824133293",1270.00116,26875.00989,0.544583,No Change,359,1757.244714,None,
360,359,75_100,75_100,"34.709275108928, -119.609877087552",600.000629,10550.0075,0.899264,No Change,360,1648.985364,None,
361,360,75_100,75_100,"34.7075074669058, -119.64603477339",959.999346,21624.99531,0.166029,No Change,361,1614.354141,None,
362,361,25_75,25_75,"34.7100221391812, -119.663084138539",949.998845,17900.0065,0.793832,No Change,362,1493.154589,None,
363,362,25_75,25_75,"34.6995328683283, -119.602622188772",529.999428,7300.001597,0.839648,No Change,363,1690.321419,None,
364,363,25_75,25_75,"34.6996117664323, -119.663193738086",580.000028,9500.010896,0.907945,No Change,364,1785.870225,Low,
365,364,25_75,25_75,"34.7052271871934, -119.637318148904",1079.999551,30850.00369,0.099552,No Change,365,1625.612981,None,
366,365,75_100,75_100,"34.7050215008239, -119.646540923463",627.936285,11062.14187,0.247292,No Change,366,1704.094625,None,
367,366,25_75,0,"34.6994689205946, -119.653153773947",820.000839,13525.00011,0.006644,Complete Mortality,367,2035.627859,High,
368,367,25_75,25_75,"34.6961581452671, -119.669524739089",450.000921,5799.998001,0.915123,No Change,368,1880.984193,High,
369,368,75_100,75_100,"34.7029896262048, -119.594838938349",689.999934,12100.00527,0.383297,No Change,369,1728.41987,None,
370,369,25_75,25_75,"34.7017007769691, -119.596694592076",449.999821,7650.009162,0.194396,No Change,370,1778.444474,Moderate,
371,370,75_100,75_100,"34.6982841807613, -119.641213683276",1110.001053,35975.0175,0.422549,No Change,371,1900.689948,Low,
372,371,75_100,75_100,"34.7045153135194, -119.656061121027",1430.001468,50350.01945,0.670506,No Change,372,1858.924913,Low,
373,372,75_100,25_75,"34.7018324232135, -119.652247458017",2570.002123,72300.02823,0.834848,Low Mortality,373,1996.315049,Moderate,
374,373,75_100,25_75,"34.7003023089634, -119.646813429076",1099.998652,22325.00517,0.81031,Low Mortality,374,1895.713278,Moderate,
375,374,75_100,1_25,"34.710551911025, -119.680126256877",1227.721924,24042.49869,0.817804,High Mortality,375,1657.015913,High,
376,375,25_75,25_75,"34.6974689643362, -119.595365794174",630.00033,7749.998486,0.708297,No Change,376,1830.856212,Low,
377,376,75_100,1_25,"34.7063553592827, -119.601374309268",519.999726,4675.00063,0.804096,High Mortality,377,1710.067036,High,
378,377,75_100,25_75,"34.7001804626314, -119.648921947389",2090.0007,88625.022,0.98614,Low Mortality,378,1937.151283,Moderate,
379,378,25_75,25_75,"34.7023807205902, -119.595817308215",1100.000953,27575.00493,0.332399,No Change,379,1743.180717,Low,
380,379,75_100,25_75,"34.7007300344194, -119.595758619775",1059.998951,23950.00834,0.283379,Low Mortality,380,1822.078821,High,
381,380,75_100,25_75,"34.6982930496948, -119.64022917078",619.99993,9199.992283,0.555511,Low Mortality,381,1893.197065,Moderate,
382,381,75_100,25_75,"34.7013993321768, -119.633783339576",1289.999962,22475.0152,0.558398,Low Mortality,382,1699.956635,Low,
383,382,75_100,25_75,"34.6955698309715, -119.670167198779",650.001031,8350.007949,0.008672,Low Mortality,383,1896.243744,None,
384,383,75_100,25_75,"34.6989546826955, -119.644160881261",960.000546,29050.01252,0.549523,Low Mortality,384,1888.630656,Moderate,
385,384,75_100,75_100,"34.7016202765341, -119.649543306691",549.999326,9724.990424,0.619367,No Change,385,1897.108342,Low,
386,385,25_75,25_75,"34.7009599787189, -119.63325749139",1430.000369,20225.00619,0.481767,No Change,386,1736.132258,Moderate,
387,386,25_75,25_75,"34.7046753155707, -119.600595674832",329.999317,4549.996684,0.22543,No Change,387,1678.56887,Moderate,
388,387,75_100,75_100,"34.704248712141, -119.653476814665",739.999835,17574.99918,0.791383,No Change,388,1883.945607,Low,
389,388,25_75,25_75,"34.7058486777523, -119.634356832611",739.999535,10500.00357,0.153064,No Change,389,1599.160435,Moderate,
390,389,75_100,75_100,"34.7065227522936, -119.63759277934",759.999336,14225.00759,0.426049,No Change,390,1587.763636,Moderate,
391,390,25_75,25_75,"34.6971063260033, -119.635668359219",860.000141,17850.01194,0.52876,No Change,391,1858.169736,Low,
392,391,75_100,25_75,"34.697064237226, -119.670807853882",959.999946,19750.01013,0.873495,Low Mortality,392,1860.032109,Moderate,
393,392,75_100,75_100,"34.7039793324068, -119.654407754313",929.999644,18650.00451,0.002444,No Change,393,1890.765582,Low,
394,393,75_100,25_75,"34.7079416197613, -119.641828899259",830.00194,16725.00246,0.784743,Low Mortality,394,1583.098852,Moderate,
395,394,75_100,25_75,"34.7036942115142, -119.595355083937",560.000427,7300.001382,0.282686,Low Mortality,395,1705.847662,Moderate,
396,395,75_100,1_25,"34.697183337114, -119.64544936017",860.002141,19750.01371,0.15143,High Mortality,396,1970.517039,High,
397,396,25_75,1_25,"34.7046295486366, -119.652747315155",889.999742,11074.99837,0.436101,Low Mortality,397,1888.848534,Moderate,
398,397,75_100,1_25,"34.7069034500882, -119.635858340748",995.992656,14291.36719,0.671042,High Mortality,398,1586.819018,High,
399,398,75_100,0,"34.7068297019853, -119.638994869536",729.999535,14199.98593,0.07671,Complete Mortality,399,1582.036785,High,
400,399,25_75,0,"34.7083304388723, -119.659847346358",620.00113,11100.00055,0.965303,Complete Mortality,400,1636.392825,High,
401,400,75_100,1_25,"34.7184821316667, -119.679212739611",1440.000469,20649.99704,0.916625,High Mortality,401,1440.288442,High,
402,401,75_100,75_100,"34.6964557273873, -119.661148365194",713.588445,17905.11102,0.641184,No Change,402,1875.6334,Low,
403,402,75_100,25_75,"34.6974740784537, -119.659814551352",1484.663226,31154.5788,0.32921,Low Mortality,403,1873.122649,Low,
404,403,25_75,25_75,"34.6996581170618, -119.661113582265",831.993079,19118.26633,0.547566,No Change,404,1815.236263,Moderate,
405,404,75_100,75_100,"34.7153172690722, -119.67437843926",1250.003449,25668.0766,0.003338,No Change,405,1504.371818,None,
406,405,1_25,1_25,"34.6891570385143, -119.585638599533",729.999335,7750.00854,0.763917,No Change,406,1827.909539,Moderate,
407,406,1_25,1_25,"34.6927862350046, -119.588386098751",1031.645944,23361.7958,0.382517,No Change,407,1862.095695,High,
408,407,1_25,0,"34.6952817349415, -119.625290512642",780.001137,15449.99951,0.656649,Complete Mortality,408,1700.925489,High,
409,408,25_75,1_25,"34.6978914640416, -119.588090194996",660.000031,8125.007772,0.173492,Low Mortality,409,1695.666061,High,
410,409,25_75,1_25,"34.6989380927997, -119.594324633046",880.000542,12474.99312,0.270352,Low Mortality,410,1803.914951,High,
411,410,25_75,0,"34.6995288362251, -119.581764602326",710.000434,11949.99789,0.258499,Complete Mortality,411,1555.730237,High,
413,412,25_75,0,"34.6942590482835, -119.58628851151",939.999945,8975.00279,0.241087,Complete Mortality,413,1791.096485,High,
414,413,25_75,1_25,"34.7014152374581, -119.580842539311",679.999733,9149.995311,0.548104,Low Mortality,414,1535.790668,High,
415,414,1_25,0,"34.7022475654341, -119.5794149571",1069.999851,25025.01007,0.795417,Complete Mortality,415,1521.863424,High,
416,415,25_75,1_25,"34.705829562156, -119.590383254039",670.000032,6975.00473,0.519484,Low Mortality,416,1619.881938,High,
417,416,25_75,1_25,"34.7041266074928, -119.583266490422",2100.0018,41350.01092,0.197376,Low Mortality,417,1512.629773,High,
418,417,1_25,1_25,"34.6968677873663, -119.671962158238",1620.000277,19899.99614,0.774557,No Change,418,1869.541396,Low,
419,418,25_75,1_25,"34.7016440264523, -119.667850899854",620.00103,10200.00647,0.982125,Low Mortality,419,1748.679233,Moderate,
420,419,25_75,25_75,"34.6949136635908, -119.586958016027",890.000743,18075.00547,0.424392,No Change,420,1732.482386,Moderate,
421,420,75_100,1_25,"34.7042188010574, -119.591770833122",480.000323,8700.007072,0.285263,High Mortality,421,1676.477828,High,
422,421,25_75,25_75,"34.6898049561324, -119.587850003931",959.998947,18774.99697,0.267993,No Change,422,1859.606793,Low,
423,422,1_25,1_25,"34.6981934197871, -119.59732580247",1560.002775,35125.00791,0.853227,No Change,423,1912.091929,Moderate,
424,423,25_75,25_75,"34.6943515526019, -119.633498886074",467.18886,8079.181984,0.345333,No Change,424,1922.531728,None,
425,424,25_75,25_75,"34.7064089993503, -119.783420473615",1480.818293,42016.67643,0.359929,No Change,425,1748.695489,Low,
426,425,75_100,75_100,"34.7103027256667, -119.786649876796",309.999815,4050.002505,0.176364,No Change,426,1799.998301,None,
427,426,25_75,25_75,"34.7164468929081, -119.807354719786",610.000129,11125.00223,0.122685,No Change,427,1902.130111,Low,
429,428,75_100,75_100,"34.6964667851368, -119.594948788057",1080.000151,32025.01569,0.255886,No Change,429,1868.653254,None,
430,429,75_100,75_100,"34.6961807003339, -119.589186116931",709.999735,11400.00526,0.022532,No Change,430,1729.239257,None,
431,430,25_75,1_25,"34.6910203823455, -119.657656377393",1199.999757,14950.00192,0.89796,Low Mortality,431,1918.333156,High,
432,431,25_75,0,"34.6925213920863, -119.665781223166",370.000218,5225.002938,0.973415,Complete Mortality,432,1948.226318,High,
433,432,1_25,0,"34.6939370869871, -119.636873552114",609.998829,11349.99883,0.014788,Complete Mortality,433,1991.369549,High,
434,433,25_75,0,"34.6948990937558, -119.634235927402",629.99933,8424.994163,0.032652,Complete Mortality,434,1941.017765,High,
435,434,75_100,1_25,"34.693893857935, -119.664807955195",1200.001457,35250.01125,0.801307,High Mortality,435,1909.911443,High,
436,435,1_25,1_25,"34.6956845355476, -119.67503082729",609.998629,8999.997079,0.071381,No Change,436,1933.722701,None,
437,436,1_25,1_25,"34.6963784597792, -119.667011188142",610.000029,8225.002045,0.052056,No Change,437,1833.51365,High,
438,437,25_75,25_75,"34.6969202156979, -119.676840651286",870.000342,19375.01506,0.106634,No Change,438,1937.463132,Moderate,
439,438,1_25,0,"34.69874967791, -119.666313054697",750.000036,18550.00889,0.377247,Complete Mortality,439,1771.825601,High,
440,439,25_75,0,"34.6990060695174, -119.673429633191",1265.796738,33858.65243,0.668938,Complete Mortality,440,1863.042232,High,
441,440,1_25,0,"34.7014240642395, -119.669167880016",659.999832,8425.006049,0.201909,Complete Mortality,441,1782.275757,High,
442,441,1_25,1_25,"34.7033618896785, -119.668887518329",500.001024,5049.998553,0.221605,No Change,442,1734.338998,High,
445,444,25_75,0,"34.709181392, -119.691002180939",1169.999556,27300.01476,0.154185,Complete Mortality,445,1822.675998,High,
446,445,25_75,25_75,"34.7111994835231, -119.800541628244",1010.000848,23000.01002,0.75997,No Change,446,1862.255748,Low,
447,446,1_25,1_25,"34.711936832973, -119.803562467881",489.999823,9625.001081,0.960012,No Change,447,1888.531261,Moderate,
448,447,1_25,0,"34.7123516186569, -119.783236729139",610.000229,8999.996355,0.210333,Complete Mortality,448,1802.54457,High,
449,448,25_75,25_75,"34.7104823957912, -119.785631033968",2179.999904,56150.00592,0.088157,No Change,449,1793.698655,Moderate,
450,449,25_75,1_25,"34.7132786981528, -119.808136253375",1660.001679,35199.99634,0.270343,Low Mortality,450,1947.094388,High,
451,450,25_75,1_25,"34.7157619144943, -119.806344483265",420.00002,7275.001106,0.079621,Low Mortality,451,1932.329895,Moderate,
452,451,25_75,0,"34.6902179915905, -119.657797291209",579.998428,7075.002422,0.571928,Complete Mortality,452,1928.200902,High,
453,452,75_100,1_25,"34.6918568787587, -119.659058097643",709.999734,15125.00174,0.023425,High Mortality,453,1940.7396,High,
454,453,25_75,1_25,"34.692418356144, -119.663062429926",1830.001987,73775.02702,0.471933,Low Mortality,454,1920.519203,High,
455,454,25_75,1_25,"34.6942202291595, -119.658248408513",959.999846,29450.01456,0.614054,Low Mortality,455,1946.064382,High,
456,455,25_75,1_25,"34.6933444729302, -119.636301229089",2449.999718,49650.01331,0.994809,Low Mortality,456,1972.884737,High,
